Individual ID;Latitude (°);Longitude (°);Collection date;Herbarium/ Collector;Sample age class;Extraction method;Lib prep method;Sequencing platform and chemistry;SRA accession code;Spatial group assignment;Population assignmnent;reason if excluded from final analysis;note
PA-1;40,96589;-78,17482;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448022;diffuse;Mideast;;
PA-5;40,96589;-78,17482;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448510;diffuse;Mideast;;
PA-D-1;41,31407;-75,54015;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448214;diffuse;East;;
PA-D-2;41,31407;-75,54015;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448733;diffuse;East;;
PA-E-1;40,20361;-75,90600;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448742;PA Philadelphia;East;;
PA-E-2;40,20361;-75,90600;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448755;PA Philadelphia;East;;
PA-F-1;41,83220;-80,11621;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448829;diffuse;Mideast;;
PA-F-2;41,83220;-80,11621;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448750;diffuse;Mideast;;
pop2-1;45,40917;-0,52944;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7451245;FR Bordeaux;Europe (Mideast);;
pop2-2;45,40917;-0,52944;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7451289;FR Bordeaux;Europe (Mideast);;
pop2-3;45,40917;-0,52944;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7451315;FR Bordeaux;Europe (Mideast);;
pop3-1;45,47806;-0,37306;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7451336;FR Bordeaux;Europe (Mideast);;
pop3-2;45,47806;-0,37306;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7451586;FR Bordeaux;Europe (Mideast);;
pop3-3;45,47806;-0,37306;2019;François Bretagnolle;modern;This study;This study (BEST);NovaSeq PE100;ERR7451499;FR Bordeaux;Europe (Mideast);;
QC-2-1;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451329, ERR7448740;Quebec;East;;
QC-2-17;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448790;Quebec;East;;
QC-2-19;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451307, ERR7448215;Quebec;East;;
QC-2-20;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451423, ERR7448253;Quebec;East;;
QC-2-22;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451252, ERR7448286;Quebec;East;;
QC-2-25;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451297, ERR7448744;Quebec;East;;
QC-2-26;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451285, ERR7448754;Quebec;East;;
QC-2-28;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451417, ERR7448737;Quebec;Mideast;;
QC-2-29;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451446, ERR7448803;Quebec;East;;
QC-2-30;46,88667;-70,86839;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);BGI, NovaSeq PE150;ERR7451480, ERR7451456;Quebec;East;;
QC3-20;47,67876;-69,02200;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448889;diffuse;East;;
RI-B-1;41,48481;-71,55799;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448734;diffuse;East;;
RI-B-2;41,48481;-71,55799;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448847;diffuse;East;;
SC-1;34,79252;-80,41533;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7451327;diffuse;East?;;
SC-2;34,79252;-80,41533;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7451414;diffuse;Mideast;;
SC-K-1;34,22524;-81,34310;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448736;diffuse;Mideast;;
SC-K-2;34,22524;-81,34310;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7448761;diffuse;Mideast;;
StGalmier-1;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7451338;FR Lyon 1: St Galmier;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
StGalmier-11;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7448872;FR Lyon 1: St Galmier;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
StGalmier-12;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7448826;FR Lyon 1: St Galmier;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
StGalmier-16;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7448886;FR Lyon 1: St Galmier;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
StGalmier-17;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7448881;FR Lyon 1: St Galmier;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
StGalmier-2;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7451425;FR Lyon 1: St Galmier;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
StGalmier-21;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7448785;FR Lyon 1: St Galmier;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
StGalmier-22;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7448878;FR Lyon 1: St Galmier;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
StGalmier-6;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7451437;FR Lyon 1: St Galmier;Europe (Mideast);;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
StGalmier-7;46,23520;8,01545;2017;Bruno Chauvel;modern;This study;This study (BEST);NovaSeq PE150;ERR7448860;-;-;related to StGalmier-6;Collected by Bruno Chauvel. August 2017. Plants collected from 5 locations around St. Galmier, France.
TN-1;36,11943;-85,05890;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE150;ERR7448786;diffuse;Mideast;;
TN-2019-1;36,11943;-85,05890;2009;Michael Martin;modern;This study;This study (BEST);NovaSeq PE100;ERR7448793;diffuse;Mideast;;
TRH-5;58,08278;6,75278;2007;TRH;modern herbarium;This study;This study (BEST);NovaSeq PE100;ERR7460255;diffuse;Europe (Mideast);;
TRH-6;63,42972;10,39333;2006;TRH;modern herbarium;This study;This study (BEST);NovaSeq PE100;ERR7460286;diffuse;Europe;;
TRQB-1;45,50000;-72,50000;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7451343;Montreal;East;;
TRQB-10;45,50000;-72,50000;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7451326;Montreal;East;;
TRQB-2;45,50000;-72,50000;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7451441;Montreal;East;;
TRQB-4;45,50000;-72,50000;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7451278;Montreal;East;;
TRQB-7;45,50000;-72,50000;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7450221;Montreal;East;;
TRQB-8;45,50000;-72,50000;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7451447;Montreal;East;;
TRQB-9;45,50000;-72,50000;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7451419;Montreal;East;;
WI-1;44,87934;-89,42377;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7451468;diffuse;Mideast;;
WI-3;44,87934;-89,42377;2013;Kathryn A. Hodgins;modern;This study;This study (BEST);NovaSeq PE150;ERR7451282;diffuse;Mideast;;
WU-15;47,98833;16,28306;2010;WU;modern herbarium;This study;This study (BEST);NovaSeq PE100;ERR7451424;diffuse;Europe;;
WU-16;47,99444;16,32944;2016;WU;modern herbarium;This study;This study (BEST);NovaSeq PE100;ERR7451249;diffuse;Europe (Mideast);;
WU-17;48,20028;16,45500;2013;WU;modern herbarium;This study;This study (BEST);NovaSeq PE100;ERR7451269;diffuse;Europe (Mideast);;
