Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Locality,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR26416977,WGS,300,3693418500,PRJNA1029395,SAMN37868323,Invertebrate,not applicable,1293620071,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122460,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,748,not applicable,EKDL210005548-1a-AK11726-AK16225,PAIRED,RANDOM,GENOMIC,Wadden_Sea,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,WADD_05,SRP466968,Gills and muscle
SRR26416978,WGS,300,2215117800,PRJNA1029395,SAMN37867652,Invertebrate,not applicable,763032389,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX22122459,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,75,not applicable,EKDL210007862-1a-AK15924-AK18825,PAIRED,RANDOM,GENOMIC,Clew_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,CLEW_03,SRP466968,Gills and muscle
SRR26416979,WGS,300,1927052400,PRJNA1029395,SAMN37868322,Invertebrate,not applicable,667905438,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122458,Netherlands,Europe,Netherlands,not applicable,Illumina HiSeq 2500,747,not applicable,EKDL210007863-1a-AK19138-AK23746,PAIRED,RANDOM,GENOMIC,Wadden_Sea,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,WADD_04,SRP466968,Gills and muscle
SRR26416980,WGS,300,1415484000,PRJNA1029395,SAMN37868321,Invertebrate,not applicable,496838602,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122457,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,746,not applicable,EKDL200012859-1a-AK11630-AK16248,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,WADD_03,SRP466968,Gills and muscle
SRR26416981,WGS,300,1301374500,PRJNA1029395,SAMN37868320,Invertebrate,not applicable,458750240,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122456,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,745,not applicable,EKDL200012859-1a-AK11479-AK16234,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,WADD_02,SRP466968,Gills and muscle
SRR26416982,WGS,300,2173469700,PRJNA1029395,SAMN37868319,Invertebrate,not applicable,753387682,THE TECHNICAL UNIVERSITY OF DENMARK,Pauline Kamermans,2020,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122455,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,744,not applicable,EKDL210004790-1a-AK11246-AK16274,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,WADD_01,SRP466968,Gills and muscle
SRR26416983,WGS,300,1954378200,PRJNA1029395,SAMN37868318,Invertebrate,not applicable,665801235,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX22122454,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,743,not applicable,EKDL210004789-1a-AK11661-AK16241,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,VENO_18,SRP466968,Gills and muscle
SRR26416984,WGS,300,3030542400,PRJNA1029395,SAMN37868317,Invertebrate,not applicable,1042690099,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122453,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,742,not applicable,EKDL210005548-1a-AK11629-AK16249,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,VENO_17,SRP466968,Gills and muscle
SRR26416985,WGS,300,3188252400,PRJNA1029395,SAMN37868316,Invertebrate,not applicable,1072079051,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX22122452,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,741,not applicable,EKDL210004788-1a-AK11178-AK16246,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,VENO_16,SRP466968,Gills and muscle
SRR26416986,WGS,300,5041893900,PRJNA1029395,SAMN37868315,Invertebrate,not applicable,1690121368,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122451,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,740,not applicable,EKDL210004789-1a-AK11519-AK16232,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,VENO_15,SRP466968,Gills and muscle
SRR26416987,WGS,300,2593473900,PRJNA1029395,SAMN37868314,Invertebrate,not applicable,876162724,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122450,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,739,not applicable,EKDL210004788-1a-AK11519-AK16232,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,VENO_14,SRP466968,Gills and muscle
SRR26416988,WGS,300,2194430700,PRJNA1029395,SAMN37868313,Invertebrate,not applicable,795501980,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX22122449,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,738,not applicable,EKDL210007862-1a-AK19267-AK18837,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:25:00Z,1,VENO_12,SRP466968,Gills and muscle
SRR26416989,WGS,300,2546820900,PRJNA1029395,SAMN37867651,Invertebrate,not applicable,873050493,THE TECHNICAL UNIVERSITY OF DENMARK,Paulino Martinez,2021,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122448,Ireland,Europe,Ireland,not applicable,Illumina HiSeq 2500,74,not applicable,EKDL210007862-1a-AK19291-AK18809,PAIRED,RANDOM,GENOMIC,Clew_Bay,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,CLEW_02,SRP466968,Gills and muscle
SRR26416990,WGS,300,3105402300,PRJNA1029395,SAMN37868312,Invertebrate,not applicable,1086412807,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122447,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,737,not applicable,EKDL210007862-1a-AK19271-AK18821,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,VENO_11,SRP466968,Gills and muscle
SRR26416991,WGS,300,2371470900,PRJNA1029395,SAMN37868311,Invertebrate,not applicable,829928940,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122446,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,736,not applicable,EKDL210007862-1a-AK19263-AK18805,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,VENO_10,SRP466968,Gills and muscle
SRR26416992,WGS,300,2489922600,PRJNA1029395,SAMN37868310,Invertebrate,not applicable,852314552,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122445,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,735,not applicable,EKDL210004788-1a-AK11685-AK16235,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,VENO_09,SRP466968,Gills and muscle
SRR26416993,WGS,300,1148810400,PRJNA1029395,SAMN37868309,Invertebrate,not applicable,412534126,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122444,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,734,not applicable,EKDL200012859-1a-AK11204-AK16254,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:25:00Z,1,VENO_08,SRP466968,Gills and muscle
SRR26416994,WGS,300,2855379600,PRJNA1029395,SAMN37868308,Invertebrate,not applicable,984344418,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2020,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX22122443,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,733,not applicable,EKDL210004789-1a-AK11436-AK16240,PAIRED,RANDOM,GENOMIC,Venø._Station_8,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,VENO_07,SRP466968,Gills and muscle
SRR26416995,WGS,300,2943196200,PRJNA1029395,SAMN37867644,Invertebrate,not applicable,1074200800,THE TECHNICAL UNIVERSITY OF DENMARK,Ane Timenes Laugen,2021,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122442,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,67,not applicable,EKDL210007863-1a-AK18989-AK33821,PAIRED,RANDOM,GENOMIC,Bunnefjorden_Oslofjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,BUNN_14,SRP466968,Gills and muscle
SRR26416996,WGS,300,1660767300,PRJNA1029395,SAMN37868242,Invertebrate,not applicable,576351777,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX22122441,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,666,not applicable,EKDL210004789-1a-AK11200-AK15590,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:25:00Z,1,TOLL_08,SRP466968,Gills and muscle
SRR26416997,WGS,300,3624267600,PRJNA1029395,SAMN37868241,Invertebrate,not applicable,1275764769,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX22122440,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,665,not applicable,EKDL210004790-1a-AK11449-AK16245,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,TOLL_07,SRP466968,Gills and muscle
SRR26416998,WGS,300,2497487100,PRJNA1029395,SAMN37868240,Invertebrate,not applicable,914703246,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122439,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,664,not applicable,EKDL210004790-1a-AK11460-AK16272,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,TOLL_06,SRP466968,Gills and muscle
SRR26416999,WGS,300,1931920800,PRJNA1029395,SAMN37868239,Invertebrate,not applicable,672669429,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122438,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,663,not applicable,EKDL210009122-1a-AK31136-AK31137,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,TOLL_05,SRP466968,Gills and muscle
SRR26417000,WGS,300,1319322300,PRJNA1029395,SAMN37868238,Invertebrate,not applicable,456322396,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX22122437,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,662,not applicable,EKDL200012859-1a-AK11674-AK2690,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,TOLL_04,SRP466968,Gills and muscle
SRR26417001,WGS,300,2688311400,PRJNA1029395,SAMN37868237,Invertebrate,not applicable,914176278,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX22122436,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,661,not applicable,EKDL210004788-1a-AK11164-AK16239,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,TOLL_03,SRP466968,Gills and muscle
SRR26417002,WGS,300,2859176700,PRJNA1029395,SAMN37868236,Invertebrate,not applicable,1012203572,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122435,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,660,not applicable,EKDL210004789-1a-AK11598-AK16273,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,TOLL_02,SRP466968,Gills and muscle
SRR26417003,WGS,300,3310974600,PRJNA1029395,SAMN37868235,Invertebrate,not applicable,1111011674,THE TECHNICAL UNIVERSITY OF DENMARK,Alice Lown and Tom Cameron,2020,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122434,United Kingdom,Europe,United Kingdom: England,not applicable,Illumina HiSeq 2500,659,not applicable,EKDL210004788-1a-AK11190-AK16270,PAIRED,RANDOM,GENOMIC,Tollesbury,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,TOLL_01,SRP466968,Gills and muscle
SRR26417004,WGS,300,2386664700,PRJNA1029395,SAMN37868234,Invertebrate,not applicable,819669283,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122433,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,658,not applicable,EKDL210009122-1a-AK31164-AK31165,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_26,SRP466968,Gills and muscle
SRR26417005,WGS,300,1800838500,PRJNA1029395,SAMN37868233,Invertebrate,not applicable,629997784,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX22122432,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,657,not applicable,EKDL210009122-1a-AK19183-AK31178,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_24,SRP466968,Gills and muscle
SRR26417006,WGS,300,279600600,PRJNA1029395,SAMN37867643,Invertebrate,not applicable,93478409,THE TECHNICAL UNIVERSITY OF DENMARK,Ane Timenes Laugen,2021,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122431,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,66,not applicable,EKDL210007863-1a-AK19072-AK23726,PAIRED,RANDOM,GENOMIC,Bunnefjorden_Oslofjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:25:00Z,1,BUNN_13,SRP466968,Gills and muscle
SRR26417007,WGS,300,2353386300,PRJNA1029395,SAMN37868232,Invertebrate,not applicable,817697587,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX22122430,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,656,not applicable,EKDL210009122-1a-AK31184-AK31185,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_23,SRP466968,Gills and muscle
SRR26417008,WGS,300,2633853300,PRJNA1029395,SAMN37868231,Invertebrate,not applicable,929826164,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX22122429,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,655,not applicable,EKDL210009122-1a-AK19261-AK31202,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,THIS_21,SRP466968,Gills and muscle
SRR26417009,WGS,300,1882071600,PRJNA1029395,SAMN37868230,Invertebrate,not applicable,693811176,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX22122428,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,654,not applicable,EKDL210009122-1a-AK31212-AK31213,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_20,SRP466968,Gills and muscle
SRR26417010,WGS,300,2195109600,PRJNA1029395,SAMN37868229,Invertebrate,not applicable,805645215,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX22122427,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,653,not applicable,EKDL210009122-1a-AK31222-AK31223,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_19,SRP466968,Gills and muscle
SRR26417011,WGS,300,2420097000,PRJNA1029395,SAMN37868228,Invertebrate,not applicable,873722184,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122426,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,652,not applicable,EKDL210009122-1a-AK19148-AK31235,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_18,SRP466968,Gills and muscle
SRR26417012,WGS,300,2003282700,PRJNA1029395,SAMN37868227,Invertebrate,not applicable,713396062,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122425,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,651,not applicable,EKDL210009122-1a-AK19160-AK34065,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_17,SRP466968,Gills and muscle
SRR26417013,WGS,300,2310283800,PRJNA1029395,SAMN37868226,Invertebrate,not applicable,815007142,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX22122424,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,650,not applicable,EKDL210009122-1a-AK27188-AK34063,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_15,SRP466968,Gills and muscle
SRR26417014,WGS,300,2362029900,PRJNA1029395,SAMN37868225,Invertebrate,not applicable,843440106,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX22122423,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,649,not applicable,EKDL210009122-1a-AK19194-AK31134,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_14,SRP466968,Gills and muscle
SRR26417015,WGS,300,1530418200,PRJNA1029395,SAMN37868224,Invertebrate,not applicable,552590542,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX22122422,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,648,not applicable,EKDL210009122-1a-AK31144-AK31145,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,THIS_12,SRP466968,Gills and muscle
SRR26417016,WGS,300,2718464100,PRJNA1029395,SAMN37868223,Invertebrate,not applicable,958661154,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX22122421,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,647,not applicable,EKDL210009122-1a-AK27218-AK31156,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_11,SRP466968,Gills and muscle
SRR26417017,WGS,300,1764022500,PRJNA1029395,SAMN37867642,Invertebrate,not applicable,621618576,THE TECHNICAL UNIVERSITY OF DENMARK,Ane Timenes Laugen,2021,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122420,Norway,Europe,Norway,not applicable,Illumina HiSeq 2500,65,not applicable,EKDL210007863-1a-AK27190-AK34205,PAIRED,RANDOM,GENOMIC,Bunnefjorden_Oslofjord,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,BUNN_12,SRP466968,Gills and muscle
SRR26417018,WGS,300,1869186600,PRJNA1029395,SAMN37868222,Invertebrate,not applicable,664544541,THE TECHNICAL UNIVERSITY OF DENMARK,Camille Saurel,2021,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122419,Denmark,Europe,Denmark,not applicable,Illumina HiSeq 2500,646,not applicable,EKDL210009122-1a-AK31166-AK31167,PAIRED,RANDOM,GENOMIC,Thisted,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:27:00Z,1,THIS_10,SRP466968,Gills and muscle
SRR26417019,WGS,300,4668920700,PRJNA1029395,SAMN37868178,Invertebrate,not applicable,1583067435,THE TECHNICAL UNIVERSITY OF DENMARK,Pierre de Wit,2020,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX22122418,Sweden,Europe,Sweden,not applicable,Illumina HiSeq 2500,602,not applicable,EKDL210004789-1a-AK11584-AK16263,PAIRED,RANDOM,GENOMIC,Svallhagen_Tjärnö,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:28:00Z,1,SVAL_01,SRP466968,Gills and muscle
SRR26417020,WGS,300,3112638300,PRJNA1029395,SAMN37868177,Invertebrate,not applicable,1093346302,THE TECHNICAL UNIVERSITY OF DENMARK,Tim Bean,2021,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX22122417,United Kingdom,Europe,United Kingdom: Scotland,not applicable,Illumina HiSeq 2500,601,not applicable,EKDL210007863-1a-AK23715-AK23716,PAIRED,RANDOM,GENOMIC,Loch_Ryan,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,RYAN_20,SRP466968,Gills and muscle
SRR26417021,WGS,300,1526583300,PRJNA1029395,SAMN37868176,Invertebrate,not applicable,514910220,THE TECHNICAL UNIVERSITY OF DENMARK,Tim Bean,2021,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX22122416,United Kingdom,Europe,United Kingdom: Scotland,not applicable,Illumina HiSeq 2500,600,not applicable,EKDL210007863-1a-AK18987-AK34204,PAIRED,RANDOM,GENOMIC,Loch_Ryan,Ostrea edulis,ILLUMINA,2023-10-18T00:00:00Z,2023-10-18T07:26:00Z,1,RYAN_19,SRP466968,Gills and muscle
